City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Puerto Madero,MX,14.7208,-92.4215,86.2,74,20,0.0,few clouds
463,Suntar,RU,62.1444,117.6319,25.18,79,96,1.7,overcast clouds
464,Burns Lake,CA,54.2331,-125.7533,44.58,96,84,1.66,broken clouds
465,Madimba,TZ,-10.4,40.3333,76.42,72,24,9.71,few clouds
466,Ormara,PK,25.2088,64.6357,80.47,76,0,15.26,clear sky
467,Prince Rupert,CA,54.3161,-130.3201,56.64,90,94,5.5,overcast clouds
468,Paamiut,GL,61.994,-49.6678,37.11,72,93,1.41,overcast clouds
469,Saint Marys,US,30.7305,-81.5465,69.91,74,98,11.01,overcast clouds
470,Ranong,TH,9.9658,98.6348,78.44,88,71,11.23,broken clouds
471,Salaga,GH,8.5508,-0.5188,76.19,89,87,6.96,moderate rain
472,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,40,4.61,scattered clouds
473,Qiqihar,CN,47.3408,123.9672,41.95,80,37,11.56,scattered clouds
474,Odweyne,SO,9.4092,45.064,81.5,40,73,7.61,broken clouds
475,Vila Velha,BR,-20.3297,-40.2925,71.94,79,99,8.01,overcast clouds
476,Umm Lajj,SA,25.0213,37.2685,88.11,56,0,8.14,clear sky
477,Souillac,MU,-20.5167,57.5167,70.18,78,20,3.44,few clouds
478,Miami,US,25.7743,-80.1937,79.02,71,0,7.0,clear sky
479,Riyadh,SA,24.6877,46.7219,89.74,11,0,8.55,clear sky
480,Chapais,CA,49.7834,-74.8492,53.8,46,78,11.7,broken clouds
481,Lomovka,RU,53.9194,58.3672,32.54,98,100,4.41,overcast clouds
482,Nagato,JP,34.3833,131.2,69.19,79,0,2.44,clear sky
483,Urusha,RU,54.05,122.9,29.12,91,8,0.96,clear sky
484,Holme,DK,56.1138,10.1725,57.18,73,47,10.85,scattered clouds
485,Srednekolymsk,RU,67.45,153.6833,28.49,81,100,11.99,overcast clouds
486,Sumbe,AO,-11.2061,13.8437,76.98,76,11,9.66,light rain
487,Baijiantan,CN,45.6333,85.1833,43.36,80,100,12.17,overcast clouds
488,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,20,13.8,few clouds
489,Bongandanga,CD,1.5,21.05,87.24,52,25,3.09,scattered clouds
490,Troitskoye,RU,52.9821,84.6757,32.36,98,100,7.02,light snow
491,Omboue,GA,-1.5746,9.2618,79.36,76,81,10.18,light rain
492,Longyearbyen,SJ,78.2186,15.6401,39.04,100,100,3.44,fog
493,Atar,MR,20.5169,-13.0499,93.81,22,22,14.52,few clouds
494,Tecoanapa,MX,16.5167,-98.75,80.42,77,15,2.51,few clouds
495,Sandy Springs,US,33.9243,-84.3785,69.78,61,96,7.05,overcast clouds
496,Jever,DE,53.5833,7.9,64.0,58,22,11.5,few clouds
497,Bereda,ES,43.2686,-7.5406,67.41,64,100,4.32,overcast clouds
498,Mbamba,NG,9.9833,13.1,82.26,70,37,2.33,light rain
499,Lieksa,FI,63.3167,30.0167,43.16,88,97,2.57,overcast clouds
500,Okhotsk,RU,59.3833,143.3,38.12,65,100,7.76,overcast clouds
501,Komsomolskiy,UZ,40.4272,71.7189,70.52,26,100,9.22,overcast clouds
502,Krasnoyarka,RU,55.3333,73.1167,31.95,74,60,6.2,broken clouds
503,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.68,74,27,6.76,scattered clouds
504,Thurso,GB,58.5927,-3.5259,55.65,84,100,21.94,overcast clouds
505,Nueve De Julio,AR,-35.4444,-60.8831,65.97,43,9,4.0,clear sky
506,Areosa,PT,41.7178,-8.8571,64.98,64,84,14.0,broken clouds
507,Tanete,ID,-3.9443,119.7848,75.56,95,92,1.7,overcast clouds
508,Torbat-E Jam,IR,35.244,60.6225,75.4,23,0,17.52,clear sky
509,Cayenne,GF,4.9333,-52.3333,89.64,58,75,9.22,broken clouds
510,Harbour Breton,CA,47.4833,-55.7983,55.24,66,0,10.49,clear sky
511,Alta,NO,69.9689,23.2717,43.86,66,0,5.75,clear sky
512,Cedar City,US,37.6775,-113.0619,66.4,67,0,5.75,clear sky
513,Belmopan,BZ,17.25,-88.7667,78.26,65,100,4.7,overcast clouds
514,San Juan,AR,-31.5375,-68.5364,69.3,37,0,6.85,clear sky
515,Haines Junction,CA,60.7522,-137.5108,41.88,90,77,5.61,broken clouds
516,Tautira,PF,-17.7333,-149.15,76.71,75,5,10.49,clear sky
517,Batemans Bay,AU,-35.7167,150.1833,57.09,84,100,8.25,light rain
518,Hobyo,SO,5.3505,48.5268,77.52,82,7,23.58,clear sky
519,Laguna,US,38.421,-121.4238,73.02,81,0,0.0,clear sky
520,Anito,PH,12.4497,125.2886,80.1,84,97,6.2,overcast clouds
521,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,67,89,5.28,overcast clouds
522,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,47,40,16.11,scattered clouds
523,Portales,US,34.1862,-103.3344,71.13,34,99,11.01,overcast clouds
524,Fuji,JP,35.1667,138.6833,69.96,73,0,7.07,clear sky
525,Jasper,US,37.2001,-94.3502,64.0,53,0,5.75,clear sky
526,Kisangani,CD,0.5167,25.2,80.55,73,99,2.68,overcast clouds
527,Henties Bay,NA,-22.116,14.2845,59.34,79,8,13.06,clear sky
528,Iquique,CL,-20.2208,-70.1431,60.84,59,1,6.98,clear sky
529,Soria,ES,41.6667,-2.6667,52.86,52,90,7.81,overcast clouds
530,Batagay-Alyta,RU,67.8006,130.4114,18.63,95,100,3.33,overcast clouds
531,Pithoro,PK,25.5167,69.3833,88.74,39,3,10.89,clear sky
532,Kalangala,UG,-0.3089,32.225,70.95,63,53,10.09,broken clouds
533,Methoni,GR,36.8197,21.7049,81.21,50,22,7.65,few clouds
534,Kichera,RU,55.9375,110.0997,40.28,93,100,1.32,light rain
535,Havre-Saint-Pierre,CA,50.2334,-63.5986,49.89,76,10,23.4,clear sky
536,Guiratinga,BR,-16.3494,-53.7583,95.45,30,5,1.61,clear sky
537,Saquena,PE,-4.6667,-73.5167,88.18,53,25,5.66,scattered clouds
538,Bayshore Gardens,US,27.4253,-82.5904,77.05,70,20,8.05,few clouds
539,Grindavik,IS,63.8424,-22.4338,50.47,81,75,10.36,broken clouds
540,Marawi,PH,7.9986,124.2928,69.53,94,93,0.81,overcast clouds
541,Islamkot,PK,24.6997,70.177,86.47,42,7,14.09,clear sky
542,Ghatampur,IN,26.1667,80.1667,82.8,55,4,3.02,clear sky
543,Wagar,SD,16.1525,36.2032,99.12,19,60,12.73,broken clouds
544,Abha,SA,18.2164,42.5053,68.25,40,40,18.41,scattered clouds
545,Antofagasta,CL,-23.65,-70.4,58.28,61,2,7.63,clear sky
546,Wanning,CN,18.8003,110.3967,78.91,91,98,7.85,overcast clouds
547,Aklavik,CA,68.2191,-135.0107,27.43,90,100,6.96,overcast clouds
548,Padang,ID,-0.9492,100.3543,78.48,89,100,4.18,moderate rain
549,Valley City,US,46.9233,-98.0032,54.12,62,0,11.5,clear sky
550,Dudinka,RU,69.4058,86.1778,31.46,91,100,6.82,overcast clouds
551,Half Moon Bay,US,37.4636,-122.4286,68.29,88,0,5.75,clear sky
552,Aksu,CN,41.1231,80.2644,72.34,22,100,8.21,overcast clouds
553,Taltal,CL,-25.4,-70.4833,62.37,66,18,5.53,few clouds
554,Rosetta,EG,31.4044,30.4164,83.17,64,0,13.69,clear sky
555,Dagana,MR,16.5165,-15.5068,101.64,24,8,7.7,clear sky
556,Tual,ID,-5.6667,132.75,82.8,74,43,6.67,scattered clouds
557,Shemonaikha,KZ,50.6328,81.9056,28.72,70,47,2.91,scattered clouds
558,High Level,CA,58.5169,-117.136,43.14,85,1,5.91,clear sky
559,Waipawa,NZ,-41.4122,175.5153,44.6,75,100,10.65,light rain
560,Saquarema,BR,-22.92,-42.5103,71.64,77,100,8.81,overcast clouds
561,Biak,ID,-0.9131,122.8766,76.06,88,95,1.9,overcast clouds
562,Tommot,RU,58.9564,126.2925,27.82,75,94,2.33,overcast clouds
563,Moindou,NC,-21.6924,165.677,72.18,87,98,9.51,overcast clouds
564,Dariba,IN,24.95,74.1333,75.31,66,86,2.06,overcast clouds
565,Nyimba,ZM,-14.5566,30.8149,90.68,15,67,4.43,broken clouds
566,Santa Fe,AR,-31.6333,-60.7,74.01,44,45,3.0,scattered clouds
567,Suba,PH,10.8438,121.0102,82.63,74,70,3.58,broken clouds
568,Vaitape,PF,-16.5167,-151.75,77.31,71,0,10.56,clear sky
569,Luderitz,NA,-26.6481,15.1594,69.15,50,63,25.41,broken clouds
570,Danville,US,36.586,-79.395,54.28,90,100,18.41,heavy intensity rain
571,Isabela,PH,6.7085,121.9711,77.05,83,100,1.3,overcast clouds
572,Ishnya,RU,57.1907,39.36,56.05,87,100,9.01,overcast clouds
573,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,73,59,2.21,broken clouds
574,Gilbues,BR,-9.8317,-45.3439,96.33,19,95,7.7,overcast clouds
575,Ovalle,CL,-30.5983,-71.2003,73.42,46,10,3.27,clear sky
576,Tilichiki,RU,60.4667,166.1,33.8,98,100,11.41,snow
577,Behshahr,IR,36.6923,53.5526,73.9,83,100,5.97,overcast clouds
578,Alekseyevka,RU,50.6309,38.6903,66.7,65,54,6.69,broken clouds
579,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,91,0.0,overcast clouds
580,Iberia,US,29.9502,-91.7507,67.98,52,0,8.05,clear sky
581,Araouane,ML,18.9048,-3.5265,102.78,12,7,10.87,clear sky
582,Sarangani,PH,5.4033,125.4636,83.75,74,77,14.5,broken clouds
583,Birecik,TR,37.0294,37.9903,90.61,15,0,12.39,clear sky
584,Maldonado,UY,-34.6667,-54.9167,61.23,53,92,7.31,overcast clouds
585,Yotoco,CO,3.8605,-76.3836,78.94,73,93,0.27,overcast clouds
586,Fayetteville,US,35.0527,-78.8784,62.8,96,100,25.32,light rain
587,Santa Maria,BR,-29.6842,-53.8069,57.9,90,100,5.03,overcast clouds
588,Morro Bay,US,35.3658,-120.8499,58.08,99,5,2.26,clear sky
589,Gisborne,NZ,-38.6533,178.0042,55.9,98,100,9.22,moderate rain
590,Khandagayty,RU,50.7333,92.05,22.66,37,9,8.46,clear sky
591,Mandalgovi,MN,45.7625,106.2708,56.25,25,100,5.82,overcast clouds
592,Esso,RU,55.9333,158.7,31.26,95,90,3.87,overcast clouds
593,Raudeberg,NO,61.9875,5.1352,56.95,50,97,13.4,overcast clouds
594,Thunder Bay,CA,48.4001,-89.3168,56.48,53,30,3.18,scattered clouds
595,Ndele,CF,8.4109,20.6473,81.77,80,54,2.42,light rain
596,Mandaguacu,BR,-23.3472,-52.0953,58.26,93,100,5.93,light rain
597,Qasigiannguit,GL,68.8193,-51.1922,35.85,95,100,1.72,light rain
598,Weyburn,CA,49.6668,-103.8511,61.65,53,54,13.31,broken clouds
599,Rio Gallegos,AR,-51.6226,-69.2181,51.85,32,0,14.97,clear sky
600,Emmett,US,43.8735,-116.4993,56.03,82,12,4.16,few clouds
601,North Bend,US,43.4065,-124.2243,56.91,99,100,8.05,fog
602,Murakami,JP,38.2333,139.4833,62.94,83,0,5.59,clear sky
603,Urbano Santos,BR,-3.2078,-43.4036,99.18,29,44,5.12,scattered clouds
604,Taquari,BR,-29.7997,-51.8644,68.31,73,100,3.49,overcast clouds
605,Sabanagrande,CO,10.7912,-74.7606,86.09,74,40,5.75,scattered clouds
606,Yeniseysk,RU,58.4497,92.1703,33.26,99,100,3.42,overcast clouds
607,Vanimo,PG,-2.6741,141.3028,78.93,84,100,5.73,overcast clouds
608,Opuwo,NA,-18.0607,13.84,95.23,11,24,0.92,few clouds
609,Smirnykh,RU,49.75,142.8333,42.82,89,62,4.07,broken clouds
610,Piranhas,BR,-16.4269,-51.8222,93.94,32,22,6.29,few clouds
611,Nam Som,TH,17.7704,102.1895,79.09,98,100,6.53,overcast clouds
612,Hurricane,US,37.1753,-113.2899,75.6,58,1,4.18,clear sky
613,Talara,PE,-4.5772,-81.2719,72.36,60,0,14.97,clear sky
614,Huilong,CN,31.8111,121.655,72.93,93,42,8.03,scattered clouds
615,Chekhov,RU,55.1431,37.4711,58.95,96,84,6.22,broken clouds
616,Flinders,AU,-34.5833,150.8552,56.17,90,99,1.99,overcast clouds
617,Skibbereen,IE,51.55,-9.2667,61.11,81,100,21.54,overcast clouds
618,Eyrarbakki,IS,63.863,-21.1481,54.21,80,100,7.78,overcast clouds
619,Elverum,NO,60.8819,11.5623,50.29,66,88,5.37,overcast clouds
620,Naryan-Mar,RU,67.6713,53.087,34.3,65,97,15.7,overcast clouds
621,Durusu,TR,41.3053,28.6767,83.84,41,2,4.0,clear sky
622,Bolshoy Lug,RU,52.0779,104.0919,32.18,96,100,9.06,snow
623,Gaya,IN,24.7833,85.0,80.51,89,40,0.0,mist
624,Kolhapur,IN,16.7,74.2167,73.98,90,95,6.31,overcast clouds
625,Kandrian,PG,-6.2167,149.55,76.32,90,27,7.47,scattered clouds
626,Port Hawkesbury,CA,45.6169,-61.3485,60.91,76,0,7.0,clear sky
627,Jiangyou,CN,31.7667,104.7167,68.02,87,93,2.33,overcast clouds
628,Manaure,CO,11.7751,-72.4445,83.57,68,100,7.67,overcast clouds
629,Codajas,BR,-3.8367,-62.0569,98.1,32,83,4.47,broken clouds
630,Mahon,ES,39.8885,4.2658,68.56,60,20,18.41,few clouds
631,Mahanoro,MG,-19.9,48.8,69.19,73,0,6.42,clear sky
632,Deputatskiy,RU,69.3,139.9,7.25,98,98,2.15,overcast clouds
633,Juneau,US,58.3019,-134.4197,54.21,97,100,3.44,light rain
634,Gainesville,US,29.6516,-82.3248,71.44,67,0,10.36,clear sky
635,Twin Falls,US,42.3505,-114.6445,50.94,62,0,11.5,clear sky
636,Orsk,RU,51.2049,58.5668,40.1,93,75,11.18,broken clouds
637,Vung Tau,VN,10.346,107.0843,80.65,83,100,2.26,moderate rain
638,Sabang,ID,5.8933,95.3214,80.91,82,100,21.16,overcast clouds
639,Inuvik,CA,68.3499,-133.7218,25.41,94,100,3.8,overcast clouds
640,Progreso,MX,21.2833,-89.6667,82.51,62,97,10.74,overcast clouds
641,The Valley,AI,18.217,-63.0578,82.54,83,20,11.5,few clouds
642,Maamba,ZM,-17.3667,27.15,87.93,15,0,6.67,clear sky
643,Middelburg,ZA,-25.7751,29.4648,78.89,17,0,10.45,clear sky
644,Bom Jesus Da Lapa,BR,-13.255,-43.4181,95.31,25,65,5.75,broken clouds
645,Zhob,PK,31.3411,69.4481,79.5,17,0,7.2,clear sky
646,Cleethorpes,GB,53.5605,-0.0323,55.65,88,100,27.6,moderate rain
647,Warmbad,NA,-28.45,18.7333,83.44,5,5,15.57,clear sky
648,Nakhodka,RU,42.8333,132.8947,59.56,91,3,3.67,clear sky
649,Saint-Augustin,CA,51.226,-58.6502,55.81,52,6,18.37,clear sky
650,Porto Novo,BJ,6.4965,2.6036,81.39,78,90,7.18,light rain
651,Tadepallegudem,IN,16.8333,81.5,80.94,93,100,6.11,overcast clouds
652,Ecclefechan,GB,55.0593,-3.2665,59.65,84,100,17.74,overcast clouds
653,Kaeo,NZ,-35.1,173.7833,63.32,97,100,7.87,light rain
654,Arman,RU,59.7,150.1667,26.02,70,6,9.42,clear sky
655,Pashiya,RU,58.4324,58.2562,30.09,80,70,5.46,broken clouds
656,Capellania,PA,8.3,-80.55,82.22,79,100,7.56,overcast clouds
657,Novaya Ladoga,RU,60.1025,32.3019,46.87,89,93,9.53,overcast clouds
658,Turochak,RU,52.2576,87.1224,29.5,91,100,4.36,light snow
659,Watertown,US,42.3709,-71.1828,61.41,68,40,10.36,scattered clouds
660,Billings,US,45.7833,-108.5007,58.51,76,100,4.61,overcast clouds
661,Conil,FR,44.9673,3.7177,48.11,55,91,8.03,overcast clouds
662,Amuntai,ID,-2.4177,115.2494,76.24,89,100,0.54,overcast clouds
663,Toktogul,KG,41.8708,72.9402,63.75,38,80,0.72,broken clouds
664,Kanye,BW,-24.9667,25.3327,84.38,14,0,7.58,clear sky
665,Innisfail,AU,-17.5333,146.0333,68.97,76,42,1.81,scattered clouds
666,Kande,TG,9.9578,1.0447,73.72,86,100,5.14,overcast clouds
667,Husavik,IS,66.0449,-17.3389,44.64,99,100,9.28,overcast clouds
668,Epe,NG,6.5841,3.9834,79.9,80,100,6.91,light rain
669,Kushima,JP,31.4583,131.2333,70.65,92,18,3.06,few clouds
670,Bonthe,SL,7.5264,-12.505,76.69,87,95,9.48,moderate rain
671,Pastavy,BY,55.1168,26.8326,53.1,67,97,3.58,overcast clouds
672,Mineiros,BR,-17.5694,-52.5511,85.17,41,3,6.04,clear sky
673,Pushkino,RU,56.0172,37.8667,61.09,89,100,8.12,overcast clouds
674,Pestravka,RU,52.405,49.9583,56.01,78,98,6.51,overcast clouds
675,Ambatofinandrahana,MG,-20.55,46.8,68.25,31,0,9.08,clear sky
676,Sars,RU,56.5502,57.1366,36.12,79,84,7.0,broken clouds
677,Dunedin,NZ,-45.8742,170.5036,41.81,77,6,4.65,clear sky
678,Swadlincote,GB,52.774,-1.5574,55.36,90,40,24.16,moderate rain
679,Kudahuvadhoo,MV,2.6708,72.8944,80.74,77,100,16.35,overcast clouds
680,Moissala,TD,8.3404,17.7663,85.01,71,74,2.39,broken clouds
681,Santa Cecilia,BR,-26.9608,-50.4269,51.35,90,100,3.78,overcast clouds
682,Soloneshnoye,RU,51.6544,84.3197,29.23,79,100,9.55,overcast clouds
683,Sterling,US,39.0062,-77.4286,59.4,77,100,10.36,overcast clouds
684,Smidovich,RU,48.6,133.8167,50.07,90,100,8.75,moderate rain
685,Prokhorovka,RU,51.0374,36.7325,62.17,73,23,9.6,few clouds
686,Largo,US,27.9095,-82.7873,75.94,68,0,15.01,clear sky
687,Iskateley,RU,67.6803,53.1512,34.3,64,97,15.52,overcast clouds
688,Bowral,AU,-34.4667,150.4167,48.13,99,100,5.17,light rain
689,Kenai,US,60.5544,-151.2583,47.08,98,100,3.44,light rain
690,Parati,BR,-23.2178,-44.7131,66.97,94,100,4.27,overcast clouds
691,Ambilobe,MG,-13.2,49.05,75.65,59,15,4.36,few clouds
692,Beloha,MG,-25.1667,45.05,78.53,37,0,7.9,clear sky
693,Catumbela,AO,-12.4314,13.5472,75.7,79,62,8.88,light rain
